Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: GYqknb_itWF-ZzYZqwQC4A	 | Ground Truth Categories :[ "Active Life" , "Skating Rinks"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: d2-suh7-s2GUpTzoL8-cGQ	 | Ground Truth Categories :[ "American (Traditional)" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: xlSeEWb6hlZzSBpydD8RCQ	 | Ground Truth Categories :[ "Arts & Entertainment"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 2_kb4-7pJKkxI01GjXwGLg	 | Ground Truth Categories :[ "Sporting Goods" , "Fashion" , "Shopping" , "Shoe Stores"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Mfl0lYuNa1rRUd6oDhNsAQ	 | Ground Truth Categories :[ "Yelp Events" , "Local Flavor"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 2CF_1eTQsOqTSOYQAEFqvg	 | Ground Truth Categories :[ "Arts & Entertainment" , "Festivals" , "Christmas Markets"]				 | Programatically assigned Categoires :Skating Rinks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 49_apZ-t-Gt0Q6plGgbgbw	 | Ground Truth Categories :[ "Hair Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Skin Care,Day Spas		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 87LxJ1gCl1lTUcQO_rtdnw	 | Ground Truth Categories :[ "Skin Care" , "Eyelash Service" , "Nail Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Skin Care,Day Spas		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: 0ZeqT7wJrXHMLdfIiYO69w	 | Ground Truth Categories :[ "Hair Salons" , "Skin Care" , "Nail Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Day Spas, Beauty & Spas, Skin Care		 | precision : 0.6666667 		 | Recall : 0.5		 | F-Measure : 0.57142854
Business ID: ia9u1hn-YCae-EYGhm5u1Q	 | Ground Truth Categories :[ "Specialty Schools" , "Beauty & Spas" , "Hair Salons" , "Hair Removal" , "Cosmetology Schools" , "Education"]				 | Programatically assigned Categoires :Education, Cosmetology Schools, Skin Care, Day Spas, Specialty Schools, Hair Stylists		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: XAWDT6cv5aADi-TG2rKyFw	 | Ground Truth Categories :[ "Skin Care" , "Eyelash Service" , "Beauty & Spas" , "Nail Salons"]				 | Programatically assigned Categoires :Day Spas, Beauty & Spas, Skin Care		 | precision : 0.6666667 		 | Recall : 0.5		 | F-Measure : 0.57142854
Business ID: q7MXrL3K5COL51o_bxDLDQ	 | Ground Truth Categories :[ "Skin Care" , "Nail Salons" , "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Permanent Makeup, Skin Care, Day Spas		 | precision : 0.33333334 		 | Recall : 0.25		 | F-Measure : 0.28571427
Business ID: 7wStXvgfzeY0IqRiAgttpA	 | Ground Truth Categories :[ "Day Spas" , "Beauty & Spas"]				 | Programatically assigned Categoires :Massage, Vacation Rentals, Skin Care, Day Spas		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: Dy8d1vPTTutHUaqfI5-8Lg	 | Ground Truth Categories :[ "Active Life" , "Yoga" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Skydiving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QpxsouAalw9-u3xqL_Q2Dw	 | Ground Truth Categories :[ "Active Life" , "Boxing" , "Trainers" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Skydiving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: E_NKYEOhR-RR_Xqx9kMChQ	 | Ground Truth Categories :[ "Active Life" , "Gyms" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Active Life, Dance Studios, Skydiving, Sports Clubs, Fitness & Instruction, Vocational & Technical School		 | precision : 0.33333334 		 | Recall : 0.6666667		 | F-Measure : 0.44444448
Business ID: xVr5awfNOBxK2yvSqzSf2A	 | Ground Truth Categories :[ "Active Life" , "Arts & Entertainment" , "Performing Arts" , "Recreation Centers"]				 | Programatically assigned Categoires :Swimming LessonsSchools, Skydiving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: mtj_HGOWc7s0U92E0UIGXQ	 | Ground Truth Categories :[ "Active Life" , "Yoga" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Massage Schools, Acupuncture, Skydiving, Fitness & Instruction, Physical Therapy, Vocational & Technical School, Yoga		 | precision : 0.2857143 		 | Recall : 0.6666667		 | F-Measure : 0.4
Business ID: ZiCVll2DAhYpH5t_m7QF9w	 | Ground Truth Categories :[ "Active Life" , "Barre Classes" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Cycling Classes,   Dance Schools,  Skydiving, Vocational & Technical School		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: xFzsGkvK6yAP2k6spS7L4A	 | Ground Truth Categories :[ "Auto Repair" , "Automotive" , "Body Shops" , "Auto Parts & Supplies"]				 | Programatically assigned Categoires :Smog Check Stations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: wbIcX_Not2YWaIMM5NG8Ww	 | Ground Truth Categories :[ "Auto Repair" , "Automotive" , "Windshield Installation & Repair" , "Tires" , "Oil Change Stations"]				 | Programatically assigned Categoires :Smog Check Stations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: OaXMHh5B7aoUVD81R_pAbA	 | Ground Truth Categories :[ "Auto Repair" , "Automotive"]				 | Programatically assigned Categoires :Smog Check Stations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: VLyzQxYPGQpXowNuVNN3HA	 | Ground Truth Categories :[ "Automotive" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Smog Check Stations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: XQ9Ae-4Fv1n61IeryP4tTw	 | Ground Truth Categories :[ "Auto Repair" , "Automotive" , "Auto Parts & Supplies"]				 | Programatically assigned Categoires :Driving Schools, Car Dealers, Auto Parts & Supplies, Auto Repair, Oil Change Stations, Automotive, Tires, Smog Check Stations		 | precision : 0.375 		 | Recall : 1.0		 | F-Measure : 0.54545456
Business ID: 549vOuWGERbKslp17lCYrg	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Soccer		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: g4-Q5vjO-EButloH_9FQkg	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Disc Golf, Dog Parks, Tennis, Soccer		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: oXx0TkII9CiKJ8R0gtc9Ug	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Soccer		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ZbJPTGGBzSsmlSos_qS54A	 | Ground Truth Categories :[ "Active Life" , "Soccer" , "Amateur Sports Teams"]				 | Programatically assigned Categoires :Soccer		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: gXoWVp89ER49VWRnGQmEgQ	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Commercial Real Estate,  Tennis, Soccer		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lYIvNURulCAp5Zujf8BmQg	 | Ground Truth Categories :[ "Active Life" , "Recreation Centers"]				 | Programatically assigned Categoires :Beaches, Recreation Centers, Soccer, Pool Cleaners		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: XExNCmoq7SUl62F47P6slA	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Soccer		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: y-VhaTDPjOqvcDBJpscN8Q	 | Ground Truth Categories :[ "Arts & Entertainment" , "Festivals"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: syNfQRg3DqBkRczqcPtjoA	 | Ground Truth Categories :[ "Food" , "Beer, Wine & Spirits" , "Flowers & Gifts" , "Shopping"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1Fg-JQppikTRUAsbsJr0DA	 | Ground Truth Categories :[ "Food" , "Beer, Wine & Spirits"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Ohcc9-0otBxqD2_pnZEapw	 | Ground Truth Categories :[ "Hotels & Travel" , "Tours"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _-lfVoZxIc-ZJPeEwr1YqQ	 | Ground Truth Categories :[ "Nightlife" , "Wine Bars" , "Gastropubs" , "Bars" , "Restaurants"]				 | Programatically assigned Categoires :Social Clubs, Scottish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lWWKIdzgYNddKRYxbkO7SA	 | Ground Truth Categories :[ "Food" , "Beer, Wine & Spirits" , "Coffee & Tea" , "Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: S8r_P11enD5q5Fv5JQ5L-A	 | Ground Truth Categories :[ "Food" , "Distilleries"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: VITFQQrzkyRnLelvMtULqQ	 | Ground Truth Categories :[ "Fast Food" , "Restaurants" , "Turkish"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: XZwJATuF3GS9HJbSqNi0Mw	 | Ground Truth Categories :[ "Pubs" , "Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _rd1CE66pSbeUKlO5S9AxQ	 | Ground Truth Categories :[ "Food" , "Specialty Food"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: RJxVJcZveEd2hP0u8IGN9A	 | Ground Truth Categories :[ "Shopping"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: SAqplsA0Tq6LTHV4DAMZsA	 | Ground Truth Categories :[ "Bars" , "Nightlife" , "Lounges"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: EKLb_PG33FVjtJbbOksAeQ	 | Ground Truth Categories :[ "Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs, Scottish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Op-zCqnKJ5ya9pPHVa7LAg	 | Ground Truth Categories :[ "Food" , "Distilleries"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Fjsn95e9LQqukihpZ9sYbA	 | Ground Truth Categories :[ "Pubs" , "Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lb3DFVlpUR3w990XOPYpnw	 | Ground Truth Categories :[ "Pubs" , "Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 8rwRUK9ANGy5oZ1nFcx13Q	 | Ground Truth Categories :[ "Bars" , "Cocktail Bars" , "Nightlife"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: CbYa3r85LqOYGfyfb39UyQ	 | Ground Truth Categories :[ "Museums" , "Arts & Entertainment"]				 | Programatically assigned Categoires :Social Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: wSqMCOmFfWF26ydLmtj8jw	 | Ground Truth Categories :[ "Roofing" , "Home Services" , "Contractors"]				 | Programatically assigned Categoires :Solar Installation, Roofing		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: -W0jwQWW6xx2K0f6ZnmefA	 | Ground Truth Categories :[ "Restaurants"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Ja0FXIm3F_BHJzGLL37RdA	 | Ground Truth Categories :[ "Real Estate" , "Home Services" , "Real Estate Agents"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 9nHc0Sy6YljNGJVvpDo4TA	 | Ground Truth Categories :[ "Fast Food" , "Hot Dogs" , "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 0s-Zc_9MBY1NPFFMKqa20g	 | Ground Truth Categories :[ "Window Washing" , "Pressure Washers" , "Home Services" , "Gutter Services"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ZUhDdsMHL4zyoel8aBGVvw	 | Ground Truth Categories :[ "Plumbing" , "Home Services"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: K383DKehvG1FO5HG9ZZvwg	 | Ground Truth Categories :[ "Electricians" , "Home Services" , "Solar Installation"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: r6p1cjusR1_B_zDtvfirJQ	 | Ground Truth Categories :[ "Local Services" , "Appliances & Repair"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 17Rw5XGpsmYUNY27a3NT_w	 | Ground Truth Categories :[ "Plumbing" , "Home Services" , "Heating & Air Conditioning/HVAC"]				 | Programatically assigned Categoires :Solar Installation		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: CYsfoFgvCyndNNnCn3NH_A	 | Ground Truth Categories :[ "Shades & Blinds" , "Home Services"]				 | Programatically assigned Categoires :Door SalesInstallation, Utilities, Solar Installation, Shades & Blinds		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: SFRKxD6ro6-vj9RbY24Itw	 | Ground Truth Categories :[ "Soul Food" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: d5-TZZVXEX57giZMii8n6A	 | Ground Truth Categories :[ "Soul Food" , "Breakfast & Brunch" , "Southern" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: VkrlM9roC7Gp_faLec0i6A	 | Ground Truth Categories :[ "Soul Food" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 19-p0nsbAhxv2mlpefC4Qg	 | Ground Truth Categories :[ "Soul Food" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: MCS_VDkcxPRWcZ7kl_c39Q	 | Ground Truth Categories :[ "Southern" , "Chicken Wings" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: v6eGlG5bHeKliqMzHgcFaQ	 | Ground Truth Categories :[ "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: a-X4VbmTW0yzykWmWyoizQ	 | Ground Truth Categories :[ "Soul Food" , "Southern" , "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Barbeque, Caterers, Soul Food, Southern		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: SGGZ6l345YTww09IHxtoew	 | Ground Truth Categories :[ "Food" , "Soul Food" , "American (New)" , "Desserts" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.2		 | F-Measure : 0.2857143
Business ID: -ERMB7X_XZvr-XPK32ii4g	 | Ground Truth Categories :[ "Cajun/Creole" , "Restaurants"]				 | Programatically assigned Categoires :Jazz & Blues, CajunCreole, Soul Food, Southern		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: W4JGv_yo3vuhsa-AJnXnww	 | Ground Truth Categories :[ "American (New)" , "Southern" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food,Southern		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: q5kF1NoeT0OFFJi2L6IQow	 | Ground Truth Categories :[ "Soul Food" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food,Southern		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: _gzo4jScQtavLCHzJo905Q	 | Ground Truth Categories :[ "Breakfast & Brunch" , "American (Traditional)" , "Diners" , "Restaurants"]				 | Programatically assigned Categoires :Diners, Breakfast & Brunch, Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: qkeqtJVAkqpK4ctGCOdyVg	 | Ground Truth Categories :[ "Soul Food" , "American (Traditional)" , "Comfort Food" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: nNtQUTbPkTiuPt5S9_RBFQ	 | Ground Truth Categories :[ "Soul Food" , "Delis" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food, Southern		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: oJwy0ELke7wS6WsztypYwQ	 | Ground Truth Categories :[ "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Barbeque, Caterers, Comfort Food, Soul Food, Southern, Financial Advising		 | precision : 0.16666667 		 | Recall : 0.5		 | F-Measure : 0.25
Business ID: v39_dgHjA3fXGEspMu8_mw	 | Ground Truth Categories :[ "Soul Food" , "Restaurants"]				 | Programatically assigned Categoires :Soul Food,Southern		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: PCsgSmRJSV7iqZ4Al2mEkw	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Jazz & Blues,   CajunCreole,  Soul Food,  Southern, Southern, Soul Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: eUjHlutl8ti5phHfTQZhvg	 | Ground Truth Categories :[ "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Caterers, Barbeque, Soul Food, Southern		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: cCXnlr4CrhY8DyrblmG_Sg	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: azXr0xlsOKDDiICIFnXi1Q	 | Ground Truth Categories :[ "Sandwiches" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: sOnFGW7XhZ0Vj5sg4L333g	 | Ground Truth Categories :[ "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: nlK4L4ntOe5zptVPj8KYxw	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: brh2UFHRO0bFfq7KUTbQFA	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: Gar4JSThiPR-M0UC5dHtgw	 | Ground Truth Categories :[ "Sandwiches" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: _qL-mxdIwS2_SBjNQtaLLg	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soup		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: cjniLFVWyRh0QO9v5Ach7w	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: MFlkmsxlDloSiEd8SLjnAQ	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.25 		 | Recall : 0.25		 | F-Measure : 0.25
Business ID: 8s3BDPpMRvILQeHEmBayVw	 | Ground Truth Categories :[ "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.5 		 | Recall : 0.6666667		 | F-Measure : 0.57142854
Business ID: TisnIBR2lMvT1DMC95_eHg	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Breakfast & Brunch" , "Delis" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: pZksQ5zencbsXZTqP7OTkg	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.75 		 | Recall : 0.75		 | F-Measure : 0.75
Business ID: FbWwugp1EWRYBv76Wd3BEg	 | Ground Truth Categories :[ "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soup, Salad, Sandwiches, Cafes		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: NLG93lHcDCrKhHQb_DROwQ	 | Ground Truth Categories :[ "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Soup		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: di2QHs2SrY0XFHcfAq_k2A	 | Ground Truth Categories :[ "Breakfast & Brunch" , "Cafes" , "Sandwiches" , "Restaurants"]				 | Programatically assigned Categoires :Soup		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: f9FMePKKnO2-QQeG5HRNiw	 | Ground Truth Categories :[ "Bakeries" , "Food"]				 | Programatically assigned Categoires :Soup		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: diVJtnXItoMymDfJkSAV1w	 | Ground Truth Categories :[ "Soul Food" , "Restaurants"]				 | Programatically assigned Categoires :Comfort Food, Soul Food, Southern		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: FvDa81O48IZx_LhjSiv_bQ	 | Ground Truth Categories :[ "Mexican" , "Restaurants"]				 | Programatically assigned Categoires :Latin American, Tapas Bars, Southern, Soul Food, Spanish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: VzoxQsAAnpWXm5TSAHZnbw	 | Ground Truth Categories :[ "American (Traditional)" , "Southern" , "Restaurants"]				 | Programatically assigned Categoires :Southern,Soul Food		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 9eYvD9isKnk1TvZ5LX5C1Q	 | Ground Truth Categories :[ "Mexican" , "Restaurants"]				 | Programatically assigned Categoires :Spanish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: wL-h9AXEEMlc8A1Alo9vhg	 | Ground Truth Categories :[ "Tapas/Small Plates" , "Restaurants"]				 | Programatically assigned Categoires :Tapas Bars,  TapasSmall Plates, Spanish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: L-KgdXpFq_aSX0OGy5TmEA	 | Ground Truth Categories :[ "Canadian (New)" , "Restaurants"]				 | Programatically assigned Categoires :Spanish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: per-wM-N-G6_UGlJTzJZeQ	 | Ground Truth Categories :[ "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Specialty Food, Portuguese		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: yF4Wp_h3fKJgXJE0InCZQA	 | Ground Truth Categories :[ "Burgers" , "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Specialty Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: SsGNAc9U-aKPZccnaDtFkA	 | Ground Truth Categories :[ "Gastropubs" , "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Brasseries, Belgian, Specialty Food, Gastropubs, Bars		 | precision : 0.2 		 | Recall : 0.33333334		 | F-Measure : 0.25
Business ID: Qf4HvDnEExJ-CCJqJobKeA	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Specialty Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: zyV7n8eXVTAtJrryRswHvA	 | Ground Truth Categories :[ "Food" , "Grocery"]				 | Programatically assigned Categoires :Specialty Food, Grocery		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 4O0GslAIwG_1regXO_UcaQ	 | Ground Truth Categories :[ "American (New)" , "Mediterranean" , "Restaurants"]				 | Programatically assigned Categoires :Specialty Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dT55trOfj2TBuFjURgcx2g	 | Ground Truth Categories :[ "Food" , "Farmers Market"]				 | Programatically assigned Categoires :Specialty Food, Farmers Market		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
